player_0_name,player_1_name,player_0_team,player_1_team,player_0_selected,player_1_selected,player_0_first,player_1_first,winner_name
德・健・财,たくや,"['キラフロル', 'カイリュー', 'ママンボウ', 'ミミッキュ', 'テラパゴス(テラスタル)', 'ガチグマ']","['ディンルー', 'オオニューラ', 'コライドン', 'カイリュー', 'サーフゴー', 'ハバタクカミ']","['カイリュー', 'テラパゴス(テラスタル)']","['カイリュー', 'サーフゴー', 'コライドン']",カイリュー,コライドン,德・健・财
ユウナギ,かに,"['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['グライオン', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ', 'ガチグマ']","['ウーラオス(れんげき)', 'キョジオーン']","['アローラベトベトン', 'ムゲンダイナ', 'ラッキー']",キョジオーン,ラッキー,ユウナギ
スコール,Violet,"['ゲッコウガ', 'カイオーガ', 'テツノツツミ', 'ラプラス', 'ヘイラッシャ', 'ドヒドイデ']","['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['ドヒドイデ', 'ラプラス', 'テツノツツミ']","['キラフロル', 'ハバタクカミ', 'カイリュー']",テツノツツミ,キラフロル,スコール
スカーレット,バイオレット,"['パオジアン', 'テツノワダチ', 'カイリュー', 'ハッサム', 'ミミッキュ', 'ミライドン']","['グライオン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'カイリュー', 'ママンボウ', 'ハッサム']","['ハッサム', 'テツノワダチ']","['グライオン', 'ハッサム', 'ママンボウ']",テツノワダチ,グライオン,スカーレット
ながいみのる,ダイオキシン,"['ディンルー', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'トドロクツキ']","['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']",['バドレックス(こくば)'],"['キラフロル', 'ハバタクカミ', 'アシレーヌ']",バドレックス(こくば),キラフロル,ながいみのる
ちゃこすけ,U,"['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['ゴリランダー', 'オオニューラ', 'キノガッサ', 'バドレックス(こくば)', 'テツノワダチ', 'カイリュー']","['ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア']","['カイリュー', 'ゴリランダー']",アーマーガア,カイリュー,U
まぐね,れんぴょろ,"['ランドロス(けしん)', 'アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'カイリュー', 'ザシアン(けんのおう)']","['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ギラティナ(オリジン)', 'ハッサム', 'ハバタクカミ', 'バンギラス']","['カイリュー', 'パオジアン', 'ガチグマ(アカツキ)']","['ハバタクカミ', 'ランドロス(れいじゅう)', 'バンギラス']",パオジアン,バンギラス,まぐね
はなみずき,中野二乃(CHS),"['ザマゼンタ(たてのおう)', 'ガチグマ(アカツキ)', 'カイリュー', 'ママンボウ', 'テツノブジン', 'トドロクツキ']","['カバルドン', 'イーユイ', 'カイリュー', 'マスカーニャ', 'ザシアン(けんのおう)', 'ハバタクカミ']","['カイリュー', 'ガチグマ(アカツキ)']","['ザシアン(けんのおう)', 'カバルドン', 'マスカーニャ']",カイリュー,マスカーニャ,はなみずき
青き此方,ギルガルド,"['ディンルー', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'キョジオーン', 'ミライドン', 'オーロンゲ']","['ディンルー', 'オーガポン(かまど)', 'ウーラオス(れんげき)', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ミライドン', 'オーロンゲ', 'ウーラオス(れんげき)']","['カイリュー', 'ディンルー', 'ザシアン(けんのおう)']",ウーラオス(れんげき),ディンルー,青き此方
カイン,ショウガ,"['カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'キョジオーン', 'ブリジュラス', 'ハバタクカミ']","['ディンルー', 'パオジアン', 'ムゲンダイナ', 'イッカネズミ', 'ハバタクカミ', 'ポットデス']","['カイオーガ', 'パオジアン', 'ブリジュラス']","['ハバタクカミ', 'パオジアン', 'ムゲンダイナ']",カイオーガ,ハバタクカミ,カイン
くろっきー,ヴァイオ,"['オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'ブリジュラス', 'ハバタクカミ', 'オーロンゲ']","['ディンルー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']",['オーガポン(かまど)'],"['パオジアン', 'ディンルー', 'ウーラオス(れんげき)']",オーガポン(かまど),ディンルー,くろっきー
カジ,ピロスケ,"['カビゴン', 'ウーラオス(いちげき)', 'カイリュー', 'ミュウツー', 'ウインディ', 'テツノカイナ']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'エーフィ', 'ドオー', 'ハバタクカミ']","['カイリュー', 'ウーラオス(いちげき)', 'カビゴン']","['イーユイ', 'ハバタクカミ', 'コライドン']",カイリュー,イーユイ,ピロスケ
スコール,カノープス,"['ゲッコウガ', 'カイオーガ', 'テツノツツミ', 'ラプラス', 'ヘイラッシャ', 'ドヒドイデ']","['パオジアン', 'ランドロス(れいじゅう)', 'ヘイラッシャ', 'ドドゲザン', 'ミライドン', 'エンテイ']","['カイオーガ', 'ドヒドイデ', 'ラプラス']",['ランドロス(れいじゅう)'],カイオーガ,ランドロス(れいじゅう),カノープス
俺出現神呆然,わたあめ,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['バドレックス(はくば)', 'ウーラオス(れんげき)', 'エルフーン', 'ドオー', 'イーユイ', 'ガチグマ']","['ハッサム', 'コライドン']","['ガチグマ', 'ウーラオス(れんげき)', 'ドオー']",コライドン,ドオー,俺出現神呆然
あまとぅー。,しょー,"['アシレーヌ', 'ヒスイハリーセン', 'カイリュー', 'ルナアーラ', 'ハバタクカミ', 'ガブリアス']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['カイリュー', 'ガブリアス', 'アシレーヌ']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'キョジオーン']",カイリュー,キョジオーン,あまとぅー。
中野二乃(CHS),ヒサ,"['カバルドン', 'イーユイ', 'カイリュー', 'マスカーニャ', 'ザシアン(けんのおう)', 'ハバタクカミ']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス', 'オーロンゲ']","['イーユイ', 'ザシアン(けんのおう)']","['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス']",イーユイ,ウーラオス(れんげき),中野二乃(CHS)
カゼヲイタミ,maru,"['ポリゴン2', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ヒードラン', 'ドヒドイデ']","['ガブリアス', 'カイリュー', 'ハッサム', 'ガラルマタドガス', 'テラパゴス(テラスタル)', 'ラウドボーン']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ポリゴン2']","['カイリュー', 'ガラルマタドガス', 'ラウドボーン']",ランドロス(れいじゅう),カイリュー,maru
かに,バンブー,"['グライオン', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ', 'ガチグマ']","['キラフロル', 'チオンジェン', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['アローラベトベトン', 'ラッキー', 'ヘイラッシャ']","['キラフロル', 'バドレックス(こくば)', 'ウーラオス(れんげき)']",ラッキー,ウーラオス(れんげき),かに
スカーレット,つゆだく,"['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)']","['ディンルー', 'オーガポン(かまど)', 'ウーラオス(れんげき)', 'カイリュー', 'ルナアーラ', 'ガラルマタドガス']","['イーユイ', 'ザシアン(けんのおう)', 'カイリュー']","['オーガポン(かまど)', 'ルナアーラ', 'ウーラオス(れんげき)']",イーユイ,オーガポン(かまど),スカーレット
ちゃこすけ,しゅばばばば,"['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['アローラキュウコン', 'ガチグマ(アカツキ)', 'ホウオウ', 'ウーラオス(れんげき)', 'ドラパルト', 'ハバタクカミ']",['ハバタクカミ'],"['ハバタクカミ', 'ドラパルト', 'アローラキュウコン']",ハバタクカミ,ハバタクカミ,ちゃこすけ
AKVきのこ,ピロスケ,"['ディンルー', 'カビゴン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'エーフィ', 'ドオー', 'ハバタクカミ']","['カイリュー', 'オーガポン(かまど)']","['イーユイ', 'エーフィ', 'コライドン']",カイリュー,コライドン,AKVきのこ
テリオン,U,"['ディンルー', 'イイネイヌ', 'フワライド', 'ミライドン', 'アーマーガア', 'ドヒドイデ']","['ゴリランダー', 'オオニューラ', 'キノガッサ', 'バドレックス(こくば)', 'テツノワダチ', 'カイリュー']","['ミライドン', 'ディンルー', 'ドヒドイデ']","['カイリュー', 'オオニューラ']",ディンルー,オオニューラ,U
ビッパ,マッキー,"['パオジアン', 'ウーラオス(れんげき)', 'テツノワダチ', 'ハッサム', 'ミライドン', 'テツノカイナ']","['ガチグマ(アカツキ)', 'パオジアン', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミライドン', 'オーロンゲ']","['ハッサム', 'ミライドン', 'テツノカイナ']","['ガチグマ(アカツキ)', 'オーロンゲ', 'ウーラオス(れんげき)']",ミライドン,ウーラオス(れんげき),マッキー
バイオレット,maru,"['パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ハッサム', 'ルナアーラ', 'オーガポン(いしずえ)']","['ガブリアス', 'カイリュー', 'ハッサム', 'ガラルマタドガス', 'テラパゴス(テラスタル)', 'ラウドボーン']","['パオジアン', 'ルナアーラ', 'オーガポン(いしずえ)']","['ラウドボーン', 'テラパゴス(テラスタル)', 'テラパゴス(ステラ)', 'ガラルマタドガス']",パオジアン,テラパゴス(テラスタル),maru
なつめ,木星,"['ガチグマ(アカツキ)', 'パオジアン', 'カイリュー', 'ブリジュラス', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['カイリュー', 'ハバタクカミ', 'ブリジュラス']","['ハバタクカミ', 'バドレックス(こくば)']",カイリュー,ハバタクカミ,木星
あたか,まりるり,"['オーガポン(かまど)', 'ウーラオス(れんげき)', 'テツノワダチ', 'ミライドン', 'オーロンゲ', 'リキキリン']","['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ブリジュラス']","['オーロンゲ', 'リキキリン', 'テツノワダチ']","['カイリュー', 'パオジアン']",オーロンゲ,パオジアン,まりるり
すずめ,たくや,"['グライオン', 'クレベース', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ']","['ディンルー', 'オオニューラ', 'コライドン', 'カイリュー', 'サーフゴー', 'ハバタクカミ']","['クレベース', 'ラッキー', 'ヘイラッシャ']","['カイリュー', 'サーフゴー', 'コライドン']",クレベース,サーフゴー,たくや
サトシ,すいぜい,"['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'ハバタクカミ', 'ガチグマ', 'テツノカイナ']","['カイリュー', 'ドンファン', 'ルギア']","['ハバタクカミ', 'イーユイ', 'ヘイラッシャ']",カイリュー,ヘイラッシャ,サトシ
うみはる,スカーレット,"['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ランターン', 'ハッサム', 'オニシズクモ']","['パオジアン', 'テツノワダチ', 'カイリュー', 'ハッサム', 'ミミッキュ', 'ミライドン']","['バドレックス(こくば)', 'ランドロス(れいじゅう)']","['カイリュー', 'パオジアン', 'ミミッキュ']",ランドロス(れいじゅう),パオジアン,うみはる
ベイン,アスノヨゾラ,"['クレベース', 'グライオン', 'ムゲンダイナ', 'ラッキー', 'アラブルタケ', 'ウネルミナモ']","['グライオン', 'アローラベトベトン', 'ラッキー', 'ホウオウ', 'ヘイラッシャ', 'アーマーガア']","['クレベース', 'ムゲンダイナ', 'ラッキー']","['グライオン', 'アーマーガア', 'ヘイラッシャ']",ムゲンダイナ,グライオン,アスノヨゾラ
スカーレット,るい,"['パオジアン', 'ラグラージ', 'コライドン', 'キョジオーン', 'ハバタクカミ', 'ガチグマ']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー', 'ママンボウ', 'ブリジュラス']","['ハバタクカミ', 'パオジアン', 'ガチグマ']","['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス']",ガチグマ,ウーラオス(れんげき),るい
ヘルメッポ,daa,"['ディンルー', 'ガチグマ(アカツキ)', 'カイリュー', 'サーフゴー', 'ヘイラッシャ', 'ザシアン(けんのおう)']","['ウガツホムラ', 'イダイナキバ', 'ハッサム', 'ミミッキュ', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['ザシアン(けんのおう)', 'サーフゴー', 'カイリュー']","['ウガツホムラ', 'ミミッキュ', 'イダイナキバ']",ザシアン(けんのおう),ミミッキュ,daa
NONO,バイオレット,"['ラティアス', 'ウーラオス(いちげき)', 'ハッサム', 'ミミッキュ', 'マシマシラ', 'テラパゴス(テラスタル)']","['キラフロル', 'ゴリランダー', 'パオジアン', 'テツノワダチ', 'ミミッキュ', 'テラパゴス(テラスタル)']","['ハッサム', 'ラティアス', 'マシマシラ']","['キラフロル', 'パオジアン', 'テラパゴス(テラスタル)', 'テラパゴス(ステラ)']",ラティアス,キラフロル,NONO
よざくら,バンブー,"['グライオン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ガオガエン', 'アーマーガア']","['キラフロル', 'チオンジェン', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['グライオン', 'バドレックス(こくば)', 'アーマーガア']","['キラフロル', 'バドレックス(こくば)', 'ランドロス(れいじゅう)']",アーマーガア,キラフロル,バンブー
いくまろ,Kurumi Wendy,"['ゴリランダー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン']","['オオニューラ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'カイリュー', 'ブリジュラス', 'オーロンゲ']","['カイリュー', 'ウーラオス(れんげき)']","['オーロンゲ', 'オオニューラ', 'ブリジュラス']",ウーラオス(れんげき),オーロンゲ,いくまろ
タカヒロ,バイオレット,"['カバルドン', 'キノガッサ', 'テツノツツミ', 'ハッサム', 'レックウザ', 'ガチグマ']","['キラフロル', 'ゴリランダー', 'パオジアン', 'テツノワダチ', 'ミミッキュ', 'テラパゴス(テラスタル)']","['ハッサム', 'ガチグマ', 'テツノツツミ']","['キラフロル', 'パオジアン', 'テツノワダチ']",ガチグマ,パオジアン,バイオレット
ヴァイオ,マブシ,"['ディンルー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ディンルー', 'カイオーガ', 'パオジアン', 'キョジオーン', 'ドオー', 'ドヒドイデ']",['ウーラオス(れんげき)'],"['パオジアン', 'ディンルー', 'ドオー']",ウーラオス(れんげき),ドオー,ヴァイオ
こうちゃん,あやかな,"['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ガチグマ(アカツキ)', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ', 'イーユイ', 'ネクロズマ(たそがれ)']","['ハバタクカミ', 'ザシアン(けんのおう)', 'カイリュー']","['イーユイ', 'ガチグマ(アカツキ)', 'ミミッキュ']",ハバタクカミ,イーユイ,あやかな
バイオレット,NONO,"['パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ハッサム', 'ルナアーラ', 'オーガポン(いしずえ)']","['ラティアス', 'ウーラオス(いちげき)', 'ハッサム', 'ミミッキュ', 'マシマシラ', 'テラパゴス(テラスタル)']","['ウーラオス(いちげき)', 'ハッサム', 'ルナアーラ']","['テラパゴス(テラスタル)', 'ミミッキュ', 'マシマシラ']",ルナアーラ,マシマシラ,バイオレット
わたぼう,するめひめ,"['コライドン', 'カイリュー', 'ハッサム', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['グライオン', 'ゴリランダー', 'ディンルー', 'パオジアン', 'ムゲンダイナ', 'ヘイラッシャ']","['ハバタクカミ', 'ザシアン(けんのおう)', 'キョジオーン']","['グライオン', 'パオジアン', 'ゴリランダー']",ハバタクカミ,パオジアン,わたぼう
カノープス,キャル,"['パオジアン', 'ランドロス(れいじゅう)', 'ヘイラッシャ', 'ドドゲザン', 'ミライドン', 'エンテイ']","['ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ドドゲザン', 'ミライドン', 'エンテイ']","['カイリュー', 'ディンルー']",ドドゲザン,カイリュー,キャル
運だけの春日(CHT),ユキ,"['パオジアン', 'バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['グライオン', 'キラフロル', 'モンメン', 'ホウオウ', 'エルフーン', 'ヘイラッシャ']","['カイリュー', 'パオジアン', 'ウーラオス(れんげき)']","['グライオン', 'ホウオウ', 'ヘイラッシャ']",パオジアン,ヘイラッシャ,ユキ
ダイオキシン,Kurumi Wendy,"['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']","['オオニューラ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'カイリュー', 'ブリジュラス', 'オーロンゲ']","['ハバタクカミ', 'アシレーヌ', 'キョジオーン']","['カイリュー', 'バドレックス(はくば)', 'オーロンゲ']",キョジオーン,オーロンゲ,ダイオキシン
スコール,ながいみのる,"['ゲッコウガ', 'カイオーガ', 'テツノツツミ', 'ラプラス', 'ヘイラッシャ', 'ドヒドイデ']","['ディンルー', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'トドロクツキ']","['カイオーガ', 'テツノツツミ']","['バドレックス(こくば)', 'ディンルー', 'キョジオーン']",テツノツツミ,ディンルー,スコール
テリオン,NONO,"['ディンルー', 'イイネイヌ', 'フワライド', 'ミライドン', 'アーマーガア', 'ドヒドイデ']","['ラティアス', 'ウーラオス(いちげき)', 'ハッサム', 'ミミッキュ', 'マシマシラ', 'テラパゴス(テラスタル)']",['ミライドン'],"['ウーラオス(いちげき)', 'テラパゴス(テラスタル)', 'ミミッキュ']",ミライドン,ミミッキュ,テリオン
スカーレット,るい,"['キラフロル', 'ディンルー', 'パオジアン', 'ヘイラッシャ', 'ハバタクカミ', 'ミライドン']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー', 'ママンボウ', 'ブリジュラス']","['ハバタクカミ', 'パオジアン', 'ディンルー']",['カイリュー'],ハバタクカミ,カイリュー,るい
あやかな,しゅばばばば,"['ガチグマ(アカツキ)', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ', 'イーユイ', 'ネクロズマ(たそがれ)']","['アローラキュウコン', 'ガチグマ(アカツキ)', 'ホウオウ', 'ウーラオス(れんげき)', 'ドラパルト', 'ハバタクカミ']","['イーユイ', 'ウーラオス(れんげき)', 'ネクロズマ(たそがれ)']","['ガチグマ(アカツキ)', 'ウーラオス(れんげき)']",ウーラオス(れんげき),ガチグマ(アカツキ),しゅばばばば
ちゃこすけ,あいくま,"['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ラグラージ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['テラパゴス(テラスタル)', 'エルフーン', 'サーフゴー']","['カイリュー', 'ラグラージ', 'ランドロス(れいじゅう)']",エルフーン,カイリュー,あいくま
すんみ,スカーレット,"['アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ザシアン(けんのおう)']","['キラフロル', 'ディンルー', 'パオジアン', 'ヘイラッシャ', 'ハバタクカミ', 'ミライドン']","['ザシアン(けんのおう)', 'ウーラオス(いちげき)', 'アシレーヌ']","['キラフロル', 'パオジアン', 'ヘイラッシャ']",ウーラオス(いちげき),パオジアン,すんみ
ヘルメッポ,ななみ,"['ディンルー', 'ガチグマ(アカツキ)', 'カイリュー', 'サーフゴー', 'ヘイラッシャ', 'ザシアン(けんのおう)']","['ザマゼンタ(たてのおう)', 'ラティオス', 'ランドロス(けしん)', 'サーフゴー', 'マスカーニャ', 'エンテイ']","['カイリュー', 'サーフゴー', 'ヘイラッシャ']","['ラティオス', 'ランドロス(けしん)', 'マスカーニャ']",カイリュー,ランドロス(けしん),ななみ
たくや,わたぼう,"['ディンルー', 'オオニューラ', 'コライドン', 'カイリュー', 'サーフゴー', 'ハバタクカミ']","['コライドン', 'カイリュー', 'ハッサム', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['サーフゴー', 'ディンルー', 'オオニューラ']","['ハバタクカミ', 'ハッサム', 'コライドン']",ディンルー,ハバタクカミ,たくや
俺出現神呆然,マブシ,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['ディンルー', 'カイオーガ', 'パオジアン', 'キョジオーン', 'ドオー', 'ドヒドイデ']","['イーユイ', 'ハバタクカミ', 'ヘイラッシャ']",['カイオーガ'],イーユイ,カイオーガ,マブシ
俺出現神呆然,AKVきのこ,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['ディンルー', 'カビゴン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['イーユイ', 'コライドン', 'ヘイラッシャ']","['カイリュー', 'ディンルー', 'ウーラオス(れんげき)']",ヘイラッシャ,カイリュー,俺出現神呆然
すんみ,たくや,"['アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ザシアン(けんのおう)']","['ディンルー', 'オオニューラ', 'コライドン', 'カイリュー', 'サーフゴー', 'ハバタクカミ']","['カイリュー', 'アシレーヌ']","['ハバタクカミ', 'ディンルー', 'オオニューラ']",アシレーヌ,ハバタクカミ,すんみ
こうちゃん,U,"['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ゴリランダー', 'オオニューラ', 'キノガッサ', 'バドレックス(こくば)', 'テツノワダチ', 'カイリュー']","['ハバタクカミ', 'イーユイ', 'カイリュー']","['カイリュー', 'バドレックス(こくば)', 'オオニューラ']",ハバタクカミ,オオニューラ,こうちゃん
わたぼう,ヒサ,"['コライドン', 'カイリュー', 'ハッサム', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス', 'オーロンゲ']","['ハッサム', 'コライドン', 'キョジオーン']","['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)']",ハッサム,オーガポン(かまど),ヒサ
しゅん,德・健・财,"['ディンルー', 'オオニューラ', 'ギラティナ(オリジン)', 'ヒードラン', 'ハバタクカミ', 'テツノカイナ']","['キラフロル', 'カイリュー', 'ママンボウ', 'ミミッキュ', 'テラパゴス(テラスタル)', 'ガチグマ']","['ハバタクカミ', 'オオニューラ', 'ギラティナ(オリジン)']","['キラフロル', 'テラパゴス(テラスタル)', 'ミミッキュ', 'テラパゴス(ステラ)']",オオニューラ,ミミッキュ,德・健・财
いくまろ,スカーレット,"['ゴリランダー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン']","['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)']","['バドレックス(こくば)', 'ウーラオス(れんげき)', 'キョジオーン']","['ガチグマ(アカツキ)', 'パオジアン']",キョジオーン,ガチグマ(アカツキ),スカーレット
コバルト,スカーレット,"['バドレックス(こくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ヘイラッシャ', 'パーモット', 'バンギラス']","['クレベース', 'アローラベトベトン', 'ホウオウ', 'ガラルマタドガス', 'ヘイラッシャ', 'ドオー']","['バドレックス(こくば)', 'パーモット', 'ヘイラッシャ']","['クレベース', 'アローラベトベトン', 'ヘイラッシャ']",パーモット,アローラベトベトン,スカーレット
赤司 征十郎,PriDe/oll,"['バドレックス(こくば)', 'テツノワダチ', 'フワライド', 'ハバタクカミ', 'ブリムオン', 'ドーブル']","['ディンルー', 'カイリュー', 'ミミッキュ', 'ガラルマタドガス', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['バドレックス(こくば)', 'ブリムオン', 'テツノワダチ']","['カイリュー', 'ミミッキュ', 'ガラルマタドガス']",バドレックス(こくば),ミミッキュ,PriDe/oll
バイオレット,しょー,"['バドレックス(こくば)', 'テツノワダチ', 'エルフーン', 'ハバタクカミ', 'ブリムオン', 'ドーブル']","['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['バドレックス(こくば)', 'ブリムオン', 'ドーブル']",['オーガポン(かまど)'],ドーブル,オーガポン(かまど),しょー
ヘルメッポ,キャル,"['ディンルー', 'ガチグマ(アカツキ)', 'カイリュー', 'サーフゴー', 'ヘイラッシャ', 'ザシアン(けんのおう)']","['ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ザシアン(けんのおう)', 'ガチグマ(アカツキ)', 'サーフゴー']","['カイリュー', 'バドレックス(こくば)']",サーフゴー,バドレックス(こくば),キャル
つゆだく,うみはる,"['ディンルー', 'オーガポン(かまど)', 'ウーラオス(れんげき)', 'カイリュー', 'ルナアーラ', 'ガラルマタドガス']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ランターン', 'ハッサム', 'オニシズクモ']","['カイリュー', 'ディンルー']","['ランターン', 'ハッサム', 'バドレックス(こくば)']",ディンルー,ハッサム,つゆだく
しょー,いくまろ,"['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ゴリランダー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン']","['ハバタクカミ', 'オーガポン(かまど)']","['パオジアン', 'ゴリランダー', 'バドレックス(こくば)']",オーガポン(かまど),ゴリランダー,しょー
