player_0_name,player_1_name,player_0_team,player_1_team,player_0_selected,player_1_selected,player_0_first,player_1_first,winner_name
株式投資の王,ノブ,"['ラティアス', 'キノガッサ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'ウーラオス(れんげき)', 'ハバタクカミ']","['ドータクン', 'ホウオウ', 'ルガルガン(たそがれ)', 'テツノブジン', 'フライゴン', 'ウォッシュロトム']","['ガチグマ(アカツキ)', 'バドレックス(はくば)', 'キノガッサ']","['ドータクン', 'フライゴン', 'テツノブジン']",ガチグマ(アカツキ),テツノブジン,ノブ
ゆ,ライラ,"['チオンジェン', 'パオジアン', 'ムゲンダイナ', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ']","['キラフロル', 'ディンルー', 'オーガポン(かまど)', 'パオジアン', 'ミミッキュ', 'テラパゴス(テラスタル)']","['ハバタクカミ', 'ムゲンダイナ', 'チオンジェン']","['オーガポン(かまど)', 'テラパゴス(テラスタル)', 'ディンルー']",チオンジェン,オーガポン(かまど),ライラ
サトシ,ダイオキシン,"['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']","['ドンファン', 'ガオガエン', 'カビゴン']","['キラフロル', 'アシレーヌ']",ガオガエン,アシレーヌ,サトシ
かりょうてん,アスノヨゾラ,"['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'ガオガエン', 'ハバタクカミ']","['グライオン', 'アローラベトベトン', 'ラッキー', 'ホウオウ', 'ヘイラッシャ', 'アーマーガア']","['パオジアン', 'ゴリランダー', 'ガオガエン']","['アローラベトベトン', 'アーマーガア', 'ラッキー']",ガオガエン,アーマーガア,かりょうてん
しょー,せいこりん,"['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ルカリオ', 'ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)']","['ザシアン(けんのおう)', 'ハバタクカミ']","['イーユイ', 'パオジアン', 'ルカリオ']",ザシアン(けんのおう),ルカリオ,しょー
しゅん,husky,"['ディンルー', 'オオニューラ', 'ギラティナ(オリジン)', 'ヒードラン', 'ハバタクカミ', 'テツノカイナ']","['ディンルー', 'オオニューラ', 'ウーラオス(れんげき)', 'ヒードラン', 'ルナアーラ', 'ハバタクカミ']","['ディンルー', 'オオニューラ', 'ギラティナ(オリジン)']",['ウーラオス(れんげき)'],ディンルー,ウーラオス(れんげき),husky
ユキ,ピロスケ,"['グライオン', 'キラフロル', 'モンメン', 'ホウオウ', 'エルフーン', 'ヘイラッシャ']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'エーフィ', 'ドオー', 'ハバタクカミ']","['キラフロル', 'モンメン', 'ヘイラッシャ']","['エーフィ', 'コライドン']",ヘイラッシャ,コライドン,ピロスケ
バイオレット,ユウナギ,"['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'オーガポン(かまど)', 'カイリュー', 'ハバタクカミ']","['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['ハバタクカミ', 'パオジアン', 'バドレックス(こくば)']","['オーガポン(かまど)', 'ウーラオス(れんげき)', 'キョジオーン']",パオジアン,キョジオーン,ユウナギ
スミレ,德・健・财,"['ゴリランダー', 'バドレックス(こくば)', 'カイリュー', 'ミミッキュ', 'ガチグマ', 'パーモット']","['キラフロル', 'カイリュー', 'ママンボウ', 'ミミッキュ', 'テラパゴス(テラスタル)', 'ガチグマ']","['バドレックス(こくば)', 'パーモット']","['キラフロル', 'ママンボウ', 'ミミッキュ']",パーモット,キラフロル,スミレ
husky,キャル,"['ディンルー', 'オオニューラ', 'ウーラオス(れんげき)', 'ヒードラン', 'ルナアーラ', 'ハバタクカミ']","['ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ディンルー', 'ルナアーラ', 'ウーラオス(れんげき)']","['オーガポン(かまど)', 'バドレックス(こくば)']",ディンルー,バドレックス(こくば),キャル
夏の砂時計,アスノヨゾラ,"['ガチグマ(アカツキ)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'ヘイラッシャ', 'ハバタクカミ', 'アーマーガア']","['グライオン', 'アローラベトベトン', 'ラッキー', 'ホウオウ', 'ヘイラッシャ', 'アーマーガア']","['ハバタクカミ', 'ガチグマ(アカツキ)', 'アーマーガア']","['グライオン', 'アーマーガア', 'ラッキー']",ハバタクカミ,ラッキー,夏の砂時計
Violet,タカヒロ,"['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['カバルドン', 'キノガッサ', 'テツノツツミ', 'ハッサム', 'レックウザ', 'ガチグマ']","['ハバタクカミ', 'ディンルー', 'カイリュー']","['ハッサム', 'レックウザ', 'テツノツツミ']",ハバタクカミ,ハッサム,タカヒロ
かな,sh,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ドリュウズ', 'ハバタクカミ', 'バンギラス']","['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['ハバタクカミ', 'バンギラス']","['オーガポン(かまど)', 'ヘイラッシャ']",ハバタクカミ,オーガポン(かまど),sh
ひあ,daa,"['オオニューラ', 'パオジアン', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ', 'ミライドン']","['ウガツホムラ', 'イダイナキバ', 'ハッサム', 'ミミッキュ', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['パオジアン', 'ランドロス(れいじゅう)', 'オオニューラ']",['イダイナキバ'],オオニューラ,イダイナキバ,daa
しゅん,スカーレット,"['ディンルー', 'オオニューラ', 'ギラティナ(オリジン)', 'ヒードラン', 'ハバタクカミ', 'テツノカイナ']","['パオジアン', 'テツノワダチ', 'カイリュー', 'ハッサム', 'ミミッキュ', 'ミライドン']","['ハバタクカミ', 'ディンルー', 'ヒードラン']","['ハッサム', 'テツノワダチ']",ディンルー,ハッサム,スカーレット
アスノヨゾラ,せいこりん,"['グライオン', 'アローラベトベトン', 'ラッキー', 'ホウオウ', 'ヘイラッシャ', 'アーマーガア']","['ルカリオ', 'ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)']","['アローラベトベトン', 'ヘイラッシャ']","['ザシアン(けんのおう)', 'パオジアン', 'イーユイ']",ヘイラッシャ,ザシアン(けんのおう),アスノヨゾラ
テリオン,Sui,"['ディンルー', 'イイネイヌ', 'フワライド', 'ミライドン', 'アーマーガア', 'ドヒドイデ']","['パオジアン', 'バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ']","['ミライドン', 'アーマーガア', 'ドヒドイデ']","['カイリュー', 'ウーラオス(れんげき)']",ドヒドイデ,カイリュー,Sui
あまとぅー。,ヴァイオ,"['アシレーヌ', 'ヒスイハリーセン', 'カイリュー', 'ルナアーラ', 'ハバタクカミ', 'ガブリアス']","['ディンルー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ガブリアス', 'ルナアーラ', 'アシレーヌ']","['カイリュー', 'ディンルー', 'ハバタクカミ']",ルナアーラ,ディンルー,あまとぅー。
サトシ,U,"['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['ゴリランダー', 'オオニューラ', 'キノガッサ', 'バドレックス(こくば)', 'テツノワダチ', 'カイリュー']","['ドンファン', 'ゲッコウガ', 'カビゴン']","['バドレックス(こくば)', 'テツノワダチ', 'ゴリランダー']",ドンファン,テツノワダチ,U
うみはる,カミホ,"['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ランターン', 'ハッサム', 'オニシズクモ']","['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'オニシズクモ']","['ミライドン', 'ランドロス(れいじゅう)', 'テツノカイナ']",オニシズクモ,テツノカイナ,うみはる
タカヒロ,キャル,"['カバルドン', 'キノガッサ', 'テツノツツミ', 'ハッサム', 'レックウザ', 'ガチグマ']","['ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ガチグマ', 'カバルドン', 'キノガッサ']","['ハバタクカミ', 'オーガポン(かまど)', 'バドレックス(こくば)']",キノガッサ,オーガポン(かまど),キャル
俺出現神呆然,あらたま,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['ディンルー', 'ピクシー', 'パオジアン', 'ルギア', 'ヘイラッシャ', 'ハピナス']","['ガチグマ(アカツキ)', 'イーユイ']","['パオジアン', 'ディンルー', 'ルギア']",ガチグマ(アカツキ),ディンルー,俺出現神呆然
ユウナギ,夏の砂時計,"['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['ガチグマ(アカツキ)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'ヘイラッシャ', 'ハバタクカミ', 'アーマーガア']","['オーガポン(かまど)', 'ミミッキュ', 'ウーラオス(れんげき)']","['バドレックス(こくば)', 'ヘイラッシャ']",ミミッキュ,ヘイラッシャ,夏の砂時計
ダイオキシン,すいぜい,"['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']","['コライドン', 'イーユイ', 'ヘイラッシャ', 'ハバタクカミ', 'ガチグマ', 'テツノカイナ']","['キラフロル', 'ネクロズマ(たそがれ)', 'キョジオーン']","['ガチグマ', 'コライドン', 'ヘイラッシャ']",キラフロル,ヘイラッシャ,ダイオキシン
まりるり,サトシ,"['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ブリジュラス']","['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['カイリュー', 'パオジアン']","['ドンファン', 'ルギア', 'ゲッコウガ']",カイリュー,ルギア,まりるり
かな,わたあめ,"['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ドリュウズ', 'ハバタクカミ', 'バンギラス']","['バドレックス(はくば)', 'ウーラオス(れんげき)', 'エルフーン', 'ドオー', 'イーユイ', 'ガチグマ']","['ガチグマ(アカツキ)', 'ハバタクカミ', 'バンギラス']","['イーユイ', 'ガチグマ', 'エルフーン']",ガチグマ(アカツキ),ガチグマ,かな
ギルガルド,まぐね,"['ディンルー', 'オーガポン(かまど)', 'ウーラオス(れんげき)', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ランドロス(けしん)', 'アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'カイリュー', 'ザシアン(けんのおう)']","['ハバタクカミ', 'オーガポン(かまど)']","['ガチグマ(アカツキ)', 'パオジアン', 'アシレーヌ']",ハバタクカミ,アシレーヌ,ギルガルド
ななみ,ヴァイオ,"['ザマゼンタ(たてのおう)', 'ラティオス', 'ランドロス(けしん)', 'サーフゴー', 'マスカーニャ', 'エンテイ']","['ディンルー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['ザマゼンタ(たてのおう)', 'サーフゴー', 'ランドロス(けしん)']","['カイリュー', 'カイオーガ', 'ウーラオス(れんげき)']",サーフゴー,カイリュー,ななみ
Violet,ダイオキシン,"['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']","['ハバタクカミ', 'ディンルー', 'チオンジェン']","['アシレーヌ', 'マスカーニャ']",ハバタクカミ,マスカーニャ,ダイオキシン
バイオレット,うみはる,"['グライオン', 'オーガポン(かまど)', 'バドレックス(こくば)', 'カイリュー', 'ママンボウ', 'ハッサム']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ランターン', 'ハッサム', 'オニシズクモ']","['グライオン', 'ハッサム', 'カイリュー']","['ハッサム', 'ウーラオス(れんげき)', 'オニシズクモ']",グライオン,ハッサム,うみはる
マブシ,コバルト,"['ディンルー', 'カイオーガ', 'パオジアン', 'キョジオーン', 'ドオー', 'ドヒドイデ']","['バドレックス(こくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ヘイラッシャ', 'パーモット', 'バンギラス']","['パオジアン', 'ディンルー', 'ドオー']","['パーモット', 'ウーラオス(れんげき)', 'ヘイラッシャ']",パオジアン,ヘイラッシャ,コバルト
かに,2だいめやほ,"['グライオン', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ', 'ガチグマ']","['ディンルー', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ウルガモス', 'ブリジュラス']","['グライオン', 'ムゲンダイナ', 'ヘイラッシャ']","['バドレックス(こくば)', 'ウルガモス', 'ウーラオス(れんげき)']",ムゲンダイナ,バドレックス(こくば),かに
スカーレット,ヘルメッポ,"['クレベース', 'アローラベトベトン', 'ホウオウ', 'ガラルマタドガス', 'ヘイラッシャ', 'ドオー']","['ディンルー', 'ガチグマ(アカツキ)', 'カイリュー', 'サーフゴー', 'ヘイラッシャ', 'ザシアン(けんのおう)']","['クレベース', 'アローラベトベトン', 'ドオー']",['ガチグマ(アカツキ)'],アローラベトベトン,ガチグマ(アカツキ),ヘルメッポ
たくや,カノープス,"['ディンルー', 'オオニューラ', 'コライドン', 'カイリュー', 'サーフゴー', 'ハバタクカミ']","['パオジアン', 'ランドロス(れいじゅう)', 'ヘイラッシャ', 'ドドゲザン', 'ミライドン', 'エンテイ']","['サーフゴー', 'ディンルー', 'コライドン']","['ドドゲザン', 'パオジアン', 'エンテイ']",サーフゴー,ドドゲザン,カノープス
バイオレット,Violet,"['キラフロル', 'ゴリランダー', 'パオジアン', 'テツノワダチ', 'ミミッキュ', 'テラパゴス(テラスタル)']","['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['キラフロル', 'ゴリランダー', 'ミミッキュ']","['カイリュー', 'バドレックス(こくば)', 'チオンジェン']",ゴリランダー,チオンジェン,Violet
まりるり,Violet,"['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ブリジュラス']","['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']",['ディンルー'],"['ハバタクカミ', 'ディンルー', 'カイリュー']",ディンルー,ハバタクカミ,まりるり
くろっきー,ゆ,"['オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'ブリジュラス', 'ハバタクカミ', 'オーロンゲ']","['チオンジェン', 'パオジアン', 'ムゲンダイナ', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ']","['オーロンゲ', 'ウーラオス(れんげき)', 'ブリジュラス']","['ハバタクカミ', 'パオジアン']",ブリジュラス,パオジアン,ゆ
sh,しゅばばばば,"['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['アローラキュウコン', 'ガチグマ(アカツキ)', 'ホウオウ', 'ウーラオス(れんげき)', 'ドラパルト', 'ハバタクカミ']","['オーロンゲ', 'テツノワダチ']","['ドラパルト', 'ハバタクカミ', 'ウーラオス(れんげき)']",テツノワダチ,ドラパルト,sh
スカーレット,バンブー,"['パオジアン', 'テツノワダチ', 'カイリュー', 'ハッサム', 'ミミッキュ', 'ミライドン']","['キラフロル', 'チオンジェン', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['カイリュー', 'ハッサム', 'テツノワダチ']","['キラフロル', 'バドレックス(こくば)']",カイリュー,バドレックス(こくば),バンブー
ひあ,ユウナギ,"['オオニューラ', 'パオジアン', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ', 'ミライドン']","['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['パオジアン', 'ハッサム', 'オオニューラ']","['ミライドン', 'ウーラオス(れんげき)']",ハッサム,ウーラオス(れんげき),ユウナギ
アキ,こうちゃん,"['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'モルペコ(まんぷく)', 'ブリジュラス']","['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['パオジアン', 'ランドロス(れいじゅう)', 'モルペコ(まんぷく)']","['ガチグマ(アカツキ)', 'イーユイ']",パオジアン,ガチグマ(アカツキ),こうちゃん
キャル,るい,"['ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー', 'ママンボウ', 'ブリジュラス']",['バドレックス(こくば)'],"['カイリュー', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)']",バドレックス(こくば),カイリュー,キャル
すんみ,俺出現神呆然,"['アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ザシアン(けんのおう)']","['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['カイリュー', 'アシレーヌ']","['イーユイ', 'ガチグマ(アカツキ)', 'ハバタクカミ']",アシレーヌ,イーユイ,すんみ
あいくま,PriDe/oll,"['オーガポン(かまど)', 'バドレックス(こくば)', 'ラグラージ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['ディンルー', 'カイリュー', 'ミミッキュ', 'ガラルマタドガス', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['カイリュー', 'バドレックス(こくば)', 'ウーラオス(れんげき)']","['ハバタクカミ', 'テラパゴス(テラスタル)']",カイリュー,テラパゴス(テラスタル),PriDe/oll
うみはる,タカヒロ,"['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ランターン', 'ハッサム', 'オニシズクモ']","['カバルドン', 'キノガッサ', 'テツノツツミ', 'ハッサム', 'レックウザ', 'ガチグマ']","['ハッサム', 'ウーラオス(れんげき)', 'オニシズクモ']","['ハッサム', 'レックウザ', 'キノガッサ']",ウーラオス(れんげき),ハッサム,タカヒロ
れんぴょろ,スミレ,"['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ギラティナ(オリジン)', 'ハッサム', 'ハバタクカミ', 'バンギラス']","['ゴリランダー', 'バドレックス(こくば)', 'カイリュー', 'ミミッキュ', 'ガチグマ', 'パーモット']","['ハバタクカミ', 'ハッサム', 'バンギラス']","['バドレックス(こくば)', 'パーモット', 'ゴリランダー']",ハッサム,パーモット,スミレ
すんみ,青き此方,"['アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ザシアン(けんのおう)']","['ディンルー', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'キョジオーン', 'ミライドン', 'オーロンゲ']","['ザシアン(けんのおう)', 'ガチグマ(アカツキ)', 'アシレーヌ']","['ミライドン', 'オーロンゲ', 'キョジオーン']",ザシアン(けんのおう),オーロンゲ,青き此方
よざくら,ルナ,"['グライオン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ガオガエン', 'アーマーガア']","['パオジアン', 'ランドロス(れいじゅう)', 'コライドン', 'イーユイ', 'ハバタクカミ', 'ガチグマ']","['バドレックス(こくば)', 'アーマーガア', 'ガオガエン']","['ハバタクカミ', 'ガチグマ', 'コライドン']",ガオガエン,コライドン,ルナ
しゅん,サトシ,"['ディンルー', 'オオニューラ', 'ギラティナ(オリジン)', 'ヒードラン', 'ハバタクカミ', 'テツノカイナ']","['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['オオニューラ', 'テツノカイナ']","['カイリュー', 'ドンファン']",テツノカイナ,カイリュー,サトシ
コバルト,カミホ,"['バドレックス(こくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ヘイラッシャ', 'パーモット', 'バンギラス']","['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['バドレックス(こくば)', 'ウーラオス(れんげき)', 'ヘイラッシャ']","['ヒートロトム', 'ランドロス(れいじゅう)', 'テツノカイナ']",ヘイラッシャ,ヒートロトム,コバルト
あたか,バイオレット,"['オーガポン(かまど)', 'ウーラオス(れんげき)', 'テツノワダチ', 'ミライドン', 'オーロンゲ', 'リキキリン']","['キラフロル', 'ゴリランダー', 'パオジアン', 'テツノワダチ', 'ミミッキュ', 'テラパゴス(テラスタル)']","['オーロンゲ', 'リキキリン', 'テツノワダチ']","['パオジアン', 'ゴリランダー']",テツノワダチ,パオジアン,バイオレット
タカヒロ,まりるり,"['カバルドン', 'キノガッサ', 'テツノツツミ', 'ハッサム', 'レックウザ', 'ガチグマ']","['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'ブリジュラス']","['ハッサム', 'キノガッサ']","['バドレックス(こくば)', 'ブリジュラス']",ハッサム,バドレックス(こくば),まりるり
sh,まぐね,"['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['ランドロス(けしん)', 'アシレーヌ', 'ガチグマ(アカツキ)', 'パオジアン', 'カイリュー', 'ザシアン(けんのおう)']",['カイリュー'],"['カイリュー', 'パオジアン', 'アシレーヌ']",カイリュー,アシレーヌ,sh
なつめ,スカーレット,"['ガチグマ(アカツキ)', 'パオジアン', 'カイリュー', 'ブリジュラス', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)']","['ガチグマ(アカツキ)', 'パオジアン', 'カイリュー']","['ザシアン(けんのおう)', 'キョジオーン', 'カイリュー']",パオジアン,キョジオーン,スカーレット
ゆ,ダイオキシン,"['チオンジェン', 'パオジアン', 'ムゲンダイナ', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ']","['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']","['パオジアン', 'ハッサム', 'チオンジェン']","['キラフロル', 'ハバタクカミ', 'アシレーヌ']",パオジアン,キラフロル,ダイオキシン
カイン,ヴァイオ,"['カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'キョジオーン', 'ブリジュラス', 'ハバタクカミ']","['ディンルー', 'パオジアン', 'カイオーガ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['カイオーガ', 'ランドロス(れいじゅう)', 'ブリジュラス']","['ハバタクカミ', 'ディンルー']",ランドロス(れいじゅう),ディンルー,ヴァイオ
バイオレット,俺出現神呆然,"['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'オーガポン(かまど)', 'カイリュー', 'ハバタクカミ']","['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['ハバタクカミ', 'バドレックス(こくば)']","['ハッサム', 'コライドン', 'ヘイラッシャ']",ハバタクカミ,ハッサム,バイオレット
Phantasmoon,俺出現神呆然,"['ガチグマ(アカツキ)', 'パオジアン', 'コライドン', 'ヘイラッシャ', 'ドオー', 'ハバタクカミ']","['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['ハバタクカミ', 'コライドン']","['イーユイ', 'ガチグマ(アカツキ)', 'コライドン']",コライドン,コライドン,Phantasmoon
Sui,あたか,"['パオジアン', 'バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)', 'カイリュー', 'ミミッキュ']","['オーガポン(かまど)', 'ウーラオス(れんげき)', 'テツノワダチ', 'ミライドン', 'オーロンゲ', 'リキキリン']","['ミミッキュ', 'ラグラージ', 'ウーラオス(れんげき)']","['オーガポン(かまど)', 'ウーラオス(れんげき)', 'テツノワダチ']",ラグラージ,テツノワダチ,Sui
あいくま,こうちゃん,"['オーガポン(かまど)', 'バドレックス(こくば)', 'ラグラージ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['ガチグマ(アカツキ)', 'パオジアン', 'イーユイ', 'カイリュー', 'ザシアン(けんのおう)', 'ハバタクカミ']","['バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)']","['ハバタクカミ', 'ザシアン(けんのおう)']",ウーラオス(れんげき),ハバタクカミ,こうちゃん
サトシ,Violet,"['アローラベトベトン', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ヤミラミ', 'ママンボウ']","['キラフロル', 'ディンルー', 'チオンジェン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['ヤミラミ', 'バドレックス(こくば)', 'ディンルー']","['キラフロル', 'バドレックス(こくば)', 'カイリュー']",バドレックス(こくば),キラフロル,Violet
PH,ヒサ,"['キラフロル', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ブリジュラス', 'オーロンゲ']","['キラフロル', 'ディンルー', 'ウーラオス(れんげき)']","['オーロンゲ', 'ウーラオス(れんげき)']",ディンルー,オーロンゲ,ヒサ
カイン,ユウナギ,"['カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'キョジオーン', 'ブリジュラス', 'ハバタクカミ']","['オーガポン(かまど)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミミッキュ', 'キョジオーン', 'ミライドン']","['カイオーガ', 'パオジアン', 'ブリジュラス']","['オーガポン(かまど)', 'ミミッキュ', 'ウーラオス(れんげき)']",カイオーガ,ミミッキュ,カイン
スカーレット,オルテンシア,"['クレベース', 'アローラベトベトン', 'ホウオウ', 'ガラルマタドガス', 'ヘイラッシャ', 'ドオー']","['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ヘイラッシャ', 'オーガポン(いしずえ)', 'ドオー', 'テラパゴス(テラスタル)']","['ヘイラッシャ', 'アローラベトベトン', 'ガラルマタドガス']","['テラパゴス(テラスタル)', 'オーガポン(いしずえ)', 'ドオー']",ガラルマタドガス,ドオー,オルテンシア
